ARK;"Object name/Title";Author;Date;"Inventory number";Collection;"Geographic references / Places";Location;MNR
cl020565136;Vegliezza;"GUERRA Giovanni";;"1111 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 34 blanc, dessiné au recto";
cl020565137;Mesero;"GUERRA Giovanni";;"1112 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 35 blanc, dessiné au recto";
cl020565138;Poverta;"GUERRA Giovanni";;"1113 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 36 blanc, dessiné au recto";
cl020565139;Famiglio;"GUERRA Giovanni";;"1114 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 37 blanc, dessiné au recto";
cl020565140;Artisto;"GUERRA Giovanni";;"1115 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 38 blanc, dessiné au recto";
cl020565141;Mercante;"GUERRA Giovanni";;"1116 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 39 blanc, dessiné au recto";
cl020565142;Gentilomo;"GUERRA Giovanni";;"1117 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 40 blanc, dessiné au recto";
cl020565143;Cavaliero;"GUERRA Giovanni";;"1118 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 41 blanc, dessiné au recto";
cl020565144;Doge;"GUERRA Giovanni";;"1119 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 42 blanc, dessiné au recto";
cl020565145;Imperedore;"GUERRA Giovanni";;"1120 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 43 blanc, dessiné au recto";
cl020565146;Imperadore;"GUERRA Giovanni";;"1121 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 44 blanc, dessiné au recto";
cl020565147;Papa;"GUERRA Giovanni";;"1122 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 45 blanc, dessiné au recto";
cl020565148;"Crado di Dignita";"GUERRA Giovanni";;"1123 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 46 blanc, dessiné au recto";
cl020565149;Tempo;"GUERRA Giovanni";;"1124 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 47 blanc, dessiné au recto";
cl020565150;"Prudezza Civile";"GUERRA Giovanni";;"1125 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 48 blanc, dessiné au recto";
cl020565151;Teperazza;"GUERRA Giovanni";;"1126 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 49 blanc, dessiné au recto";
cl020565152;Perseverazza;"GUERRA Giovanni";;"1127 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 50 blanc, dessiné au recto";
cl020565153;Constazza;"GUERRA Giovanni";;"1128 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 51 blanc, dessiné au recto";
cl020565154;"Concordia Minerva";"GUERRA Giovanni";;"1129 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 52 blanc, dessiné au recto";
cl020565155;Concordia;"GUERRA Giovanni";;"1130 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 53 blanc, dessiné au recto";
cl020565156;Volluta;"GUERRA Giovanni";;"1131 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 54 blanc, dessiné au recto";
cl020565157;Grazia;"GUERRA Giovanni";;"1132 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 55 blanc, dessiné au recto";
cl020565158;Remuneratione;"GUERRA Giovanni";;"1133 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 56 blanc, dessiné au recto";
cl020565159;Equita;"GUERRA Giovanni";;"1134 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 57 blanc, dessiné au recto";
cl020565160;Bonta;"GUERRA Giovanni";;"1135 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 58 blanc, dessiné au recto";
cl020565161;Realita;"GUERRA Giovanni";;"1136 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 59 blanc, dessiné au recto";
cl020565162;Verita;"GUERRA Giovanni";;"1137 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 60 blanc, dessiné au recto";
cl020565163;Castita;"GUERRA Giovanni";;"1138 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 61 blanc, dessiné au recto";
cl020565164;Benignita;"GUERRA Giovanni";;"1139 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 62 blanc, dessiné au recto";
cl020565165;Pieta;"GUERRA Giovanni";;"1140 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 63 blanc, dessiné au recto";
cl020565166;Alecreza;"GUERRA Giovanni";;"1141 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 64 blanc, dessiné au recto";
cl020565167;Richeza;"GUERRA Giovanni";;"1142 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 65 blanc, dessiné au recto";
cl020565168;Richeza;"GUERRA Giovanni";;"1143 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 66 blanc, dessiné au recto";
cl020565169;Grazie;"GUERRA Giovanni";;"1144 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 67 blanc, dessiné au recto";
cl020565170;Gratie;"GUERRA Giovanni";;"1145 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 68 blanc, dessiné au recto";
cl020565171;Fortuna;"GUERRA Giovanni";;"1146 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 69 blanc, dessiné au recto";
cl020565172;Furtuna;"GUERRA Giovanni";;"1147 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 70 blanc, dessiné au recto";
cl020565173;Fortuna;"GUERRA Giovanni";;"1148 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 71 blanc, dessiné au recto";
cl020565174;Fortuna;"GUERRA Giovanni";;"1149 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 72 blanc, dessiné au recto";
cl020565175;"La Fortuna de Superbi";"GUERRA Giovanni";;"1150 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 73 blanc, dessiné au recto";
cl020565176;"Fortuna e Virtu";"GUERRA Giovanni";;"1151 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 74 blanc, dessiné au recto";
cl020565177;"Vitoria e Fatica";"GUERRA Giovanni";;"1152 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 75 blanc, dessiné au recto";
cl020565178;Vitoria;"GUERRA Giovanni";;"1153 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 76 blanc, dessiné au recto";
cl020565179;Vitoria;"GUERRA Giovanni";;"1154 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 77 blanc, dessiné au recto";
cl020565180;Vitoria;"GUERRA Giovanni";;"1155 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 78 blanc, dessiné au recto";
cl020565181;Viporea;"GUERRA Giovanni";;"1156 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 79 blanc, dessiné au recto";
cl020565182;Pace;"GUERRA Giovanni";;"1157 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 80 blanc, dessiné au recto";
cl020565183;Pace;"GUERRA Giovanni";;"1158 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 81 blanc, dessiné au recto";
cl020565184;"Casa della Fama";"GUERRA Giovanni";;"1159 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 82 blanc, dessiné au recto";
cl020565185;"Ispeloha della Fama";"GUERRA Giovanni";;"1160 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 83 blanc, dessiné au recto";
cl020565186;Fama;"GUERRA Giovanni";;"1161 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 84 blanc, dessiné au recto";
cl020565187;Fama;"GUERRA Giovanni";;"1162 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 85 blanc, dessiné au recto";
cl020565188;Fama;"GUERRA Giovanni";;"1163 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 86 blanc, dessiné au recto";
cl020565189;Fama;"GUERRA Giovanni";;"1164 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 87 blanc, dessiné au recto";
cl020565190;Famae;"GUERRA Giovanni";;"1165 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 88 blanc, dessiné au recto";
cl020565191;Giustizia;"GUERRA Giovanni";;"1166 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 89 blanc, dessiné au recto";
cl020565192;Giustizia;"GUERRA Giovanni";;"1167 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 90 blanc, dessiné au recto";
cl020565193;Giustizia;"GUERRA Giovanni";;"1168 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 91 blanc, dessiné au recto";
cl020565194;Giustizia;"GUERRA Giovanni";;"1169 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 92 blanc, dessiné au recto";
cl020565195;Giustizia;"GUERRA Giovanni";;"1170 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 93 blanc, dessiné au recto";
cl020565196;Clementia;"GUERRA Giovanni";;"1171 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 94 blanc, dessiné au recto";
cl020565197;Clemetia;"GUERRA Giovanni";;"1172 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 95 blanc, dessiné au recto";
cl020565198;"La Legge";"GUERRA Giovanni";;"1173 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 96 blanc, dessiné au recto";
cl020565199;Sognio;"GUERRA Giovanni";;"1174 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 97 blanc, dessiné au recto";
cl020565200;"IL Sonno";"GUERRA Giovanni";;"1175 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 98 blanc, dessiné au recto";
cl020565201;"Il Sonno";"GUERRA Giovanni";;"1176 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 99 blanc, dessiné au recto";
cl020565202;"Il Sonno";"GUERRA Giovanni";;"1177 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 100 blanc, dessiné au recto";
cl020565203;"Il Sonno la Note la Morti";"GUERRA Giovanni";;"1178 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 101 blanc, dessiné au recto";
cl020565204;"Il Sonno";"GUERRA Giovanni";;"1179 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 102 blanc, dessiné au recto";
cl020565205;"Il Sonno";"GUERRA Giovanni";;"1180 DR/ Recto; 705; vol.1, p.12";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1078 DR à 1258 DR et 3874 DR à 3876 DR - Guerra Giovanni, Folio 103 blanc, dessiné au recto";
